"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"Minnesota","6 to 10",2021-01-01,937,1244,287,361889
"Minnesota","1 to 5",2021-01-01,1255,1649,499,343759
"Minnesota","<1",2021-01-01,709,207,14,62958
"Mississippi","16 to 20",2021-01-01,141,279,27,121231
"Mississippi","<1",2021-01-01,416,63,1,34606
"Mississippi","1 to 5",2021-01-01,618,727,259,177403
"Mississippi","6 to 10",2021-01-01,412,500,156,184003
"Mississippi","11 to 15",2021-01-01,442,461,123,207273
"Mississippi","<1",2019-01-01,417,112,3,35982
"Mississippi","1 to 5",2019-01-01,750,1023,336,186115
"Mississippi","6 to 10",2019-01-01,538,773,225,192064
"Mississippi","11 to 15",2019-01-01,539,617,122,206448
"Mississippi","16 to 20",2019-01-01,152,360,33,119608
"Mississippi","<1",2017-01-01,557,131,NA,36923
"Mississippi","1 to 5",2017-01-01,988,924,152,189176
"Mississippi","11 to 15",2017-01-01,627,595,62,202194
"Mississippi","16 to 20",2017-01-01,221,419,24,124894
"Mississippi","6 to 10",2017-01-01,802,809,125,202719
"Mississippi","<1",2016-01-01,618,168,NA,37809
"Mississippi","1 to 5",2016-01-01,1144,971,191,190777
"Mississippi","6 to 10",2016-01-01,971,773,125,206617
"Mississippi","11 to 15",2016-01-01,726,550,65,202775
"Mississippi","16 to 20",2016-01-01,236,432,18,124615
"Mississippi","<1",2014-01-01,447,108,4,38204
"Mississippi","1 to 5",2014-01-01,966,794,161,195816
"Mississippi","6 to 10",2014-01-01,770,601,84,209683
"Mississippi","11 to 15",2014-01-01,636,437,51,206097
"Mississippi","16 to 20",2014-01-01,235,432,14,122667
"Mississippi","<1",2012-01-01,328,91,9,38943
"Mississippi","1 to 5",2012-01-01,781,782,211,206320
"Mississippi","6 to 10",2012-01-01,549,536,115,204680
"Mississippi","11 to 15",2012-01-01,558,469,67,208922
"Mississippi","16 to 20",2012-01-01,192,435,23,125939
"Mississippi","<1",2020-01-01,369,90,1,34544
"Mississippi","<1",2011-01-01,357,91,3,39225
"Mississippi","1 to 5",2011-01-01,720,829,175,209748
"Mississippi","11 to 15",2011-01-01,552,469,64,208165
"Mississippi","16 to 20",2011-01-01,215,406,12,129311
"Mississippi","6 to 10",2011-01-01,524,548,104,205145
"Mississippi","16 to 20",2020-01-01,113,306,26,121997
"Mississippi","11 to 15",2020-01-01,405,494,115,209360
"Mississippi","6 to 10",2020-01-01,377,608,205,186462
"Mississippi","1 to 5",2020-01-01,536,795,250,179825
"Mississippi","<1",2015-01-01,510,106,2,38136
"Mississippi","1 to 5",2015-01-01,963,846,141,192434
"Mississippi","6 to 10",2015-01-01,804,698,99,209031
"Mississippi","11 to 15",2015-01-01,592,530,50,204895
"Mississippi","16 to 20",2015-01-01,213,398,20,123047
"Mississippi","<1",2010-01-01,377,116,6,39606
"Mississippi","1 to 5",2010-01-01,822,824,199,211781
"Mississippi","6 to 10",2010-01-01,612,532,88,206830
"Mississippi","11 to 15",2010-01-01,530,435,53,207739
"Mississippi","16 to 20",2010-01-01,236,384,9,133242
"Mississippi","1 to 5",2009-01-01,662,709,162,212501
"Mississippi","<1",2009-01-01,334,91,NA,41747
"Mississippi","16 to 20",2009-01-01,196,382,11,135196
"Mississippi","11 to 15",2009-01-01,490,420,41,209036
"Mississippi","6 to 10",2009-01-01,424,457,92,205868
"Mississippi","16 to 20",2018-01-01,160,433,23,122364
"Mississippi","11 to 15",2018-01-01,548,657,86,205115
"Mississippi","6 to 10",2018-01-01,638,840,111,197378
"Mississippi","1 to 5",2018-01-01,748,1129,210,187249
"Mississippi","<1",2018-01-01,426,105,1,37070
"Mississippi","<1",2013-01-01,352,81,4,37995
"Mississippi","1 to 5",2013-01-01,799,810,172,200994
"Mississippi","6 to 10",2013-01-01,597,555,102,207431
"Mississippi","11 to 15",2013-01-01,558,485,63,207644
"Mississippi","16 to 20",2013-01-01,203,389,13,123928
"Mississippi","<1",2008-01-01,332,72,4,44796
"Mississippi","1 to 5",2008-01-01,638,706,132,208945
"Mississippi","6 to 10",2008-01-01,447,518,89,205317
"Mississippi","11 to 15",2008-01-01,513,433,39,212338
"Mississippi","16 to 20",2008-01-01,168,369,17,136670
"Mississippi","16 to 20",2007-01-01,170,337,12,136344
"Mississippi","11 to 15",2007-01-01,561,461,51,216229
"Mississippi","6 to 10",2007-01-01,505,467,86,204131
"Mississippi","1 to 5",2007-01-01,665,666,144,205080
"Mississippi","<1",2007-01-01,380,99,2,44937
"Mississippi","<1",2006-01-01,282,81,3,41608
"Mississippi","1 to 5",2006-01-01,560,630,112,205158
"Mississippi","6 to 10",2006-01-01,457,471,79,201715
"Mississippi","11 to 15",2006-01-01,520,445,41,218050
"Mississippi","16 to 20",2006-01-01,133,305,13,134341
"Mississippi","16 to 20",2005-01-01,127,274,8,130764
"Mississippi","11 to 15",2005-01-01,533,385,49,222210
"Mississippi","6 to 10",2005-01-01,452,410,82,203144
"Mississippi","1 to 5",2005-01-01,640,508,103,206689
"Mississippi","<1",2005-01-01,296,70,NA,41713
"Mississippi","<1",2004-01-01,245,54,1,41819
"Mississippi","1 to 5",2004-01-01,583,431,94,205064
"Mississippi","6 to 10",2004-01-01,420,372,98,204735
"Mississippi","11 to 15",2004-01-01,474,398,68,223077
"Mississippi","16 to 20",2004-01-01,130,285,9,130578
"Mississippi","<1",2002-01-01,203,54,NA,40624
"Mississippi","1 to 5",2002-01-01,451,456,85,203499
"Mississippi","6 to 10",2002-01-01,390,397,75,210981
"Mississippi","11 to 15",2002-01-01,431,344,54,219378
"Mississippi","16 to 20",2002-01-01,105,253,13,133583
"Mississippi","16 to 20",2003-01-01,133,277,6,131992
"Mississippi","11 to 15",2003-01-01,403,357,46,220712
"Mississippi","6 to 10",2003-01-01,386,370,58,207127
"Mississippi","1 to 5",2003-01-01,435,451,73,203942
"Mississippi","<1",2003-01-01,211,65,NA,40924
"Mississippi","16 to 20",2001-01-01,176,249,7,135389
"Mississippi","11 to 15",2001-01-01,553,374,50,219422
"Mississippi","6 to 10",2001-01-01,514,487,98,214545
"Mississippi","1 to 5",2001-01-01,587,502,111,202628
"Mississippi","<1",2001-01-01,248,72,NA,42545
"Mississippi","<1",2000-01-01,219,67,4,41567
"Mississippi","1 to 5",2000-01-01,569,470,97,203817
"Mississippi","6 to 10",2000-01-01,550,517,122,219527
"Mississippi","11 to 15",2000-01-01,515,411,54,218766
"Mississippi","16 to 20",2000-01-01,142,260,11,138091
"Missouri","<1",2000-01-01,915,222,33,73526
"Missouri","1 to 5",2000-01-01,1779,1385,531,371736
"Missouri","6 to 10",2000-01-01,1740,1388,444,406036
"Missouri","11 to 15",2000-01-01,2263,1433,218,412384
"Missouri","16 to 20",2000-01-01,518,1033,39,247825
"Missouri","16 to 20",2001-01-01,519,1080,37,248284
"Missouri","11 to 15",2001-01-01,2255,1447,173,415678
"Missouri","6 to 10",2001-01-01,1772,1350,349,399099
"Missouri","1 to 5",2001-01-01,1906,1537,511,370437
"Missouri","<1",2001-01-01,940,238,31,75252
"Missouri","<1",2002-01-01,973,258,50,74559
"Missouri","1 to 5",2002-01-01,1849,1722,663,371133
"Missouri","6 to 10",2002-01-01,1662,1522,491,393277
"Missouri","11 to 15",2002-01-01,2159,1630,287,417650
"Missouri","16 to 20",2002-01-01,496,1158,47,249574
"Missouri","16 to 20",2003-01-01,426,1257,49,250761
"Missouri","11 to 15",2003-01-01,1901,1663,310,420177
"Missouri","6 to 10",2003-01-01,1377,1453,395,387186
"Missouri","1 to 5",2003-01-01,1718,1877,612,372706
"Missouri","<1",2003-01-01,918,233,39,74932
"Missouri","<1",2004-01-01,985,276,56,76447
"Missouri","1 to 5",2004-01-01,1903,1826,653,373727
"Missouri","6 to 10",2004-01-01,1407,1298,352,383672
"Missouri","11 to 15",2004-01-01,1886,1462,277,421040
"Missouri","16 to 20",2004-01-01,437,1064,53,250350
"Missouri","16 to 20",2005-01-01,456,1217,78,251380
"Missouri","11 to 15",2005-01-01,1799,1486,238,419068
"Missouri","6 to 10",2005-01-01,1393,1387,330,382280
"Missouri","1 to 5",2005-01-01,1837,1771,593,377217
"Missouri","<1",2005-01-01,966,252,69,76391
"Missouri","<1",2006-01-01,890,293,53,78061
"Missouri","1 to 5",2006-01-01,1717,2070,651,380790
"Missouri","6 to 10",2006-01-01,1129,1367,317,383532
"Missouri","11 to 15",2006-01-01,1516,1356,182,413272
"Missouri","16 to 20",2006-01-01,404,1185,49,256878
"Missouri","16 to 20",2007-01-01,403,1004,47,260289
"Missouri","11 to 15",2007-01-01,1277,1057,162,408189
"Missouri","6 to 10",2007-01-01,1111,1071,268,385832
"Missouri","1 to 5",2007-01-01,1625,1673,453,382968
"Missouri","<1",2007-01-01,916,261,38,80083
"Missouri","<1",2008-01-01,846,228,40,79684
"Missouri","1 to 5",2008-01-01,1536,1469,520,386856
"Missouri","6 to 10",2008-01-01,1071,1040,308,388666
"Missouri","11 to 15",2008-01-01,1286,863,170,402112
"Missouri","16 to 20",2008-01-01,391,873,49,260914
"Missouri","<1",2013-01-01,1067,207,42,74708
"Missouri","1 to 5",2013-01-01,2061,2019,658,380722
"Missouri","6 to 10",2013-01-01,1448,1353,303,390624
"Missouri","11 to 15",2013-01-01,1424,1018,180,394217
"Missouri","16 to 20",2013-01-01,401,970,48,236033
"Missouri","<1",2018-01-01,1369,246,44,73222
"Missouri","1 to 5",2018-01-01,2083,2345,949,375632
"Missouri","6 to 10",2018-01-01,1573,1618,489,382155
"Missouri","11 to 15",2018-01-01,1549,1271,232,391616
"Missouri","16 to 20",2018-01-01,389,1079,84,234291
"Missouri","1 to 5",2009-01-01,1778,1662,565,390656
"Missouri","<1",2009-01-01,880,224,36,77293
"Missouri","16 to 20",2009-01-01,436,862,53,257179
"Missouri","11 to 15",2009-01-01,1356,927,148,398905
"Missouri","6 to 10",2009-01-01,1186,1031,292,390532
"Missouri","<1",2010-01-01,941,241,41,75970
"Missouri","1 to 5",2010-01-01,2009,1682,626,391951
"Missouri","6 to 10",2010-01-01,1277,1085,296,392350
"Missouri","11 to 15",2010-01-01,1326,911,191,397336
"Missouri","16 to 20",2010-01-01,399,965,82,252442
"Missouri","<1",2015-01-01,1242,242,37,74890
"Missouri","1 to 5",2015-01-01,2158,2289,713,376190
"Missouri","6 to 10",2015-01-01,1615,1640,379,389655
"Missouri","11 to 15",2015-01-01,1511,1278,184,390996
"Missouri","16 to 20",2015-01-01,380,1070,44,235227
"Missouri","1 to 5",2020-01-01,1920,2251,826,366157
"Missouri","6 to 10",2020-01-01,1303,1445,414,376471
"Missouri","11 to 15",2020-01-01,1587,1353,308,403084
"Missouri","16 to 20",2020-01-01,372,1137,60,238211
"Missouri","<1",2020-01-01,1317,208,44,70306
"Missouri","<1",2011-01-01,937,250,54,75738
"Missouri","1 to 5",2011-01-01,1898,1986,647,388505
"Missouri","11 to 15",2011-01-01,1347,969,138,396798
"Missouri","16 to 20",2011-01-01,382,1025,46,245078
"Missouri","6 to 10",2011-01-01,1347,1190,314,390009
"Missouri","<1",2012-01-01,1024,217,32,75052
"Missouri","1 to 5",2012-01-01,1975,1911,647,384872
"Missouri","6 to 10",2012-01-01,1370,1297,336,388872
"Missouri","11 to 15",2012-01-01,1424,1043,157,396463
"Missouri","16 to 20",2012-01-01,396,1009,56,240179
"Missouri","<1",2014-01-01,1201,204,20,75421
"Missouri","1 to 5",2014-01-01,2159,2040,690,376675
"Missouri","6 to 10",2014-01-01,1666,1480,350,391494
"Missouri","11 to 15",2014-01-01,1694,1144,183,392238
"Missouri","16 to 20",2014-01-01,401,1059,48,234600
"Missouri","<1",2016-01-01,1311,212,29,74415
"Missouri","1 to 5",2016-01-01,2265,2453,851,376054
"Missouri","6 to 10",2016-01-01,1742,1778,450,387609
"Missouri","11 to 15",2016-01-01,1606,1360,206,389143
"Missouri","16 to 20",2016-01-01,426,1121,55,236636
"Missouri","6 to 10",2017-01-01,1557,1683,460,385615
"Missouri","16 to 20",2017-01-01,405,1105,50,236487
"Missouri","11 to 15",2017-01-01,1527,1244,204,388811
"Missouri","1 to 5",2017-01-01,1985,2352,777,376365
"Missouri","<1",2017-01-01,1300,256,50,73416
"Missouri","<1",2019-01-01,1340,256,68,72341
"Missouri","1 to 5",2019-01-01,2086,2489,971,374302
"Missouri","6 to 10",2019-01-01,1500,1545,467,379296
"Missouri","11 to 15",2019-01-01,1584,1335,265,393555
"Missouri","16 to 20",2019-01-01,379,1017,49,231709
"Missouri","16 to 20",2021-01-01,430,1087,63,237302
"Missouri","11 to 15",2021-01-01,1609,1320,211,401945
"Missouri","6 to 10",2021-01-01,1421,1393,353,376038
"Missouri","1 to 5",2021-01-01,1962,2169,768,363142
"Missouri","<1",2021-01-01,1397,177,24,68436
"Montana","<1",2021-01-01,304,64,NA,10862
"Montana","1 to 5",2021-01-01,608,771,157,60254
"Montana","6 to 10",2021-01-01,412,533,88,65318
"Montana","11 to 15",2021-01-01,318,377,52,69089
"Montana","16 to 20",2021-01-01,55,209,16,39966
"Montana","<1",2019-01-01,388,111,6,11352
"Montana","1 to 5",2019-01-01,769,932,262,62463
"Montana","6 to 10",2019-01-01,501,639,129,64046
"Montana","11 to 15",2019-01-01,436,458,63,65611
"Montana","16 to 20",2019-01-01,83,213,22,37958
"Montana","<1",2017-01-01,434,76,4,12151
"Montana","1 to 5",2017-01-01,828,675,150,63478
"Montana","11 to 15",2017-01-01,420,356,34,63760
"Montana","16 to 20",2017-01-01,91,159,8,37886
"Montana","6 to 10",2017-01-01,588,563,78,64608
"Montana","<1",2016-01-01,379,73,NA,12522
"Montana","1 to 5",2016-01-01,762,607,158,62661
"Montana","6 to 10",2016-01-01,580,441,60,64622
"Montana","11 to 15",2016-01-01,356,279,31,63000
"Montana","16 to 20",2016-01-01,72,158,11,37717
"Montana","<1",2014-01-01,254,56,3,12433
"Montana","1 to 5",2014-01-01,484,492,126,61949
"Montana","6 to 10",2014-01-01,370,365,74,63885
"Montana","11 to 15",2014-01-01,241,221,26,62024
"Montana","16 to 20",2014-01-01,43,123,5,37820
"Montana","<1",2012-01-01,235,46,4,12061
"Montana","1 to 5",2012-01-01,464,405,110,62349
"Montana","6 to 10",2012-01-01,311,297,67,61547
"Montana","11 to 15",2012-01-01,227,216,32,61606
"Montana","16 to 20",2012-01-01,61,167,12,38288
"Montana","<1",2011-01-01,190,32,1,12021
"Montana","1 to 5",2011-01-01,400,367,121,62530
"Montana","11 to 15",2011-01-01,161,194,40,61460
"Montana","16 to 20",2011-01-01,63,153,10,39251
"Montana","6 to 10",2011-01-01,227,231,66,61194
"Montana","<1",2020-01-01,354,72,5,11284
"Montana","16 to 20",2020-01-01,69,217,6,39519
"Montana","11 to 15",2020-01-01,374,458,80,68093
"Montana","6 to 10",2020-01-01,505,597,110,64427
"Montana","1 to 5",2020-01-01,720,890,230,60982
"Montana","<1",2015-01-01,351,57,1,12611
"Montana","1 to 5",2015-01-01,715,586,185,62058
"Montana","6 to 10",2015-01-01,505,428,83,64377
"Montana","11 to 15",2015-01-01,322,242,36,62435
"Montana","16 to 20",2015-01-01,47,112,5,37648
"Montana","<1",2010-01-01,143,38,5,12183
"Montana","1 to 5",2010-01-01,355,342,104,62529
"Montana","6 to 10",2010-01-01,227,211,58,60645
"Montana","11 to 15",2010-01-01,179,141,19,61545
"Montana","16 to 20",2010-01-01,54,159,5,40108
"Montana","1 to 5",2009-01-01,330,349,113,61623
"Montana","<1",2009-01-01,162,38,3,12211
"Montana","16 to 20",2009-01-01,73,142,8,41159
"Montana","11 to 15",2009-01-01,191,195,26,62026
"Montana","6 to 10",2009-01-01,220,215,42,60454
"Montana","16 to 20",2018-01-01,83,218,12,37948
"Montana","11 to 15",2018-01-01,417,405,59,64625
"Montana","6 to 10",2018-01-01,571,612,120,64197
"Montana","1 to 5",2018-01-01,812,823,201,63120
"Montana","<1",2018-01-01,429,96,4,11705
"Montana","<1",2013-01-01,270,55,2,12267
"Montana","1 to 5",2013-01-01,509,453,90,62085
"Montana","6 to 10",2013-01-01,367,319,46,62889
"Montana","11 to 15",2013-01-01,238,230,26,61865
"Montana","16 to 20",2013-01-01,50,108,1,38031
"Montana","<1",2008-01-01,197,50,5,12327
"Montana","1 to 5",2008-01-01,355,433,134,60586
"Montana","6 to 10",2008-01-01,205,231,62,59729
"Montana","11 to 15",2008-01-01,211,215,28,63125
"Montana","16 to 20",2008-01-01,54,195,13,42510
"Montana","16 to 20",2007-01-01,60,184,10,42507
"Montana","11 to 15",2007-01-01,219,234,37,64017
"Montana","6 to 10",2007-01-01,215,272,63,58850
"Montana","1 to 5",2007-01-01,404,490,136,59014
"Montana","<1",2007-01-01,177,42,NA,12431
"Montana","<1",2006-01-01,197,61,NA,11856
"Montana","1 to 5",2006-01-01,432,491,153,57977
"Montana","6 to 10",2006-01-01,249,293,75,58378
"Montana","11 to 15",2006-01-01,232,262,40,65034
"Montana","16 to 20",2006-01-01,69,181,4,42728
"Montana","16 to 20",2005-01-01,87,189,2,42252
"Montana","11 to 15",2005-01-01,298,229,34,66487
"Montana","6 to 10",2005-01-01,312,252,68,58400
"Montana","1 to 5",2005-01-01,481,413,134,56997
"Montana","<1",2005-01-01,254,66,6,11411
"Montana","<1",2004-01-01,186,51,5,11374
"Montana","1 to 5",2004-01-01,417,326,97,56177
"Montana","6 to 10",2004-01-01,281,199,56,58424
"Montana","11 to 15",2004-01-01,258,233,30,67422
"Montana","16 to 20",2004-01-01,86,183,4,42894
"Montana","16 to 20",2003-01-01,62,161,8,43547
"Montana","11 to 15",2003-01-01,282,249,36,68448
"Montana","6 to 10",2003-01-01,264,263,70,59155
"Montana","1 to 5",2003-01-01,405,361,105,55245
"Montana","<1",2003-01-01,162,53,5,11221
"Montana","<1",2002-01-01,185,66,1,11036
"Montana","1 to 5",2002-01-01,457,419,110,54720
"Montana","6 to 10",2002-01-01,285,315,90,60392
"Montana","11 to 15",2002-01-01,302,312,44,68984
"Montana","16 to 20",2002-01-01,77,167,2,43648
"Montana","16 to 20",2001-01-01,101,226,8,43785
"Montana","11 to 15",2001-01-01,370,331,53,69879
"Montana","6 to 10",2001-01-01,382,380,91,61996
"Montana","1 to 5",2001-01-01,460,461,115,54868
"Montana","<1",2001-01-01,193,99,8,10844
"Montana","<1",2000-01-01,216,93,3,10821
"Montana","1 to 5",2000-01-01,461,403,126,55588
"Montana","6 to 10",2000-01-01,407,319,67,63914
"Montana","11 to 15",2000-01-01,378,311,38,70427
"Montana","16 to 20",2000-01-01,126,201,4,43553
"Nebraska","<1",2000-01-01,237,43,NA,23695
"Nebraska","1 to 5",2000-01-01,608,457,120,117356
"Nebraska","6 to 10",2000-01-01,534,484,124,125237
"Nebraska","11 to 15",2000-01-01,1097,593,43,130103
"Nebraska","16 to 20",2000-01-01,658,937,6,80887
"Nebraska","16 to 20",2001-01-01,719,988,7,81563
"Nebraska","11 to 15",2001-01-01,1194,669,63,129935
"Nebraska","6 to 10",2001-01-01,584,451,109,122872
"Nebraska","1 to 5",2001-01-01,600,480,130,116749
"Nebraska","<1",2001-01-01,253,48,7,24517
"Nebraska","<1",2002-01-01,282,63,4,24595
"Nebraska","1 to 5",2002-01-01,703,609,167,117978
"Nebraska","6 to 10",2002-01-01,551,542,125,121541
"Nebraska","11 to 15",2002-01-01,1120,690,54,129547
"Nebraska","16 to 20",2002-01-01,695,1291,6,81134
"Nebraska","16 to 20",2003-01-01,609,1300,4,80717
"Nebraska","11 to 15",2003-01-01,991,671,40,129408
"Nebraska","6 to 10",2003-01-01,456,523,104,120147
"Nebraska","1 to 5",2003-01-01,594,587,135,119414
"Nebraska","<1",2003-01-01,257,66,3,25350
"Nebraska","<1",2004-01-01,371,64,1,25850
"Nebraska","1 to 5",2004-01-01,884,648,167,122253
"Nebraska","6 to 10",2004-01-01,641,544,116,118931
"Nebraska","11 to 15",2004-01-01,1378,657,71,128833
"Nebraska","16 to 20",2004-01-01,881,1205,12,79385
"Nebraska","16 to 20",2005-01-01,756,1246,9,78445
"Nebraska","11 to 15",2005-01-01,1203,696,48,127964
"Nebraska","6 to 10",2005-01-01,659,607,122,118900
"Nebraska","1 to 5",2005-01-01,913,777,170,124652
"Nebraska","<1",2005-01-01,410,99,3,25525
"Nebraska","<1",2006-01-01,396,80,5,25824
"Nebraska","1 to 5",2006-01-01,877,844,270,126638
"Nebraska","6 to 10",2006-01-01,652,643,167,118899
"Nebraska","11 to 15",2006-01-01,1131,746,86,125878
"Nebraska","16 to 20",2006-01-01,743,1345,6,79168
"Nebraska","16 to 20",2007-01-01,700,1264,15,79167
"Nebraska","11 to 15",2007-01-01,1038,746,80,124408
"Nebraska","6 to 10",2007-01-01,597,688,152,120293
"Nebraska","1 to 5",2007-01-01,841,928,248,127757
"Nebraska","<1",2007-01-01,399,78,5,26338
"Nebraska","<1",2008-01-01,377,79,9,26398
"Nebraska","1 to 5",2008-01-01,777,904,264,129689
"Nebraska","6 to 10",2008-01-01,506,665,159,122238
"Nebraska","11 to 15",2008-01-01,974,620,80,123188
"Nebraska","16 to 20",2008-01-01,707,1193,8,79530
"Nebraska","<1",2013-01-01,335,56,15,25870
"Nebraska","1 to 5",2013-01-01,684,838,316,131464
"Nebraska","6 to 10",2013-01-01,534,590,167,131973
"Nebraska","11 to 15",2013-01-01,668,617,74,126091
"Nebraska","16 to 20",2013-01-01,467,1059,14,74714
"Nebraska","1 to 5",2018-01-01,560,803,249,133441
"Nebraska","6 to 10",2018-01-01,398,644,175,132940
"Nebraska","11 to 15",2018-01-01,404,527,102,132978
"Nebraska","16 to 20",2018-01-01,220,380,24,77606
"Nebraska","<1",2018-01-01,287,84,14,25507
"Nebraska","16 to 20",2009-01-01,772,1291,4,77882
"Nebraska","11 to 15",2009-01-01,1033,689,82,122213
"Nebraska","6 to 10",2009-01-01,573,650,185,125629
"Nebraska","1 to 5",2009-01-01,833,912,303,131069
"Nebraska","<1",2009-01-01,352,77,14,26211
"Nebraska","<1",2010-01-01,369,55,11,26073
"Nebraska","1 to 5",2010-01-01,860,794,228,132151
"Nebraska","6 to 10",2010-01-01,518,551,130,128261
"Nebraska","11 to 15",2010-01-01,905,557,59,122580
"Nebraska","16 to 20",2010-01-01,721,1237,9,76921
"Nebraska","<1",2015-01-01,394,80,10,26690
"Nebraska","1 to 5",2015-01-01,730,737,238,131295
"Nebraska","6 to 10",2015-01-01,579,646,188,133586
"Nebraska","11 to 15",2015-01-01,510,483,76,129232
"Nebraska","16 to 20",2015-01-01,208,389,21,74948
"Nebraska","<1",2020-01-01,305,49,6,24746
"Nebraska","1 to 5",2020-01-01,602,634,202,130523
"Nebraska","6 to 10",2020-01-01,428,454,142,133122
"Nebraska","11 to 15",2020-01-01,444,374,70,139247
"Nebraska","16 to 20",2020-01-01,290,363,13,81367
"Nebraska","<1",2011-01-01,329,60,9,25624
"Nebraska","1 to 5",2011-01-01,787,844,223,132255
"Nebraska","11 to 15",2011-01-01,879,588,56,123271
"Nebraska","16 to 20",2011-01-01,637,1221,9,76079
"Nebraska","6 to 10",2011-01-01,519,532,116,129330
"Nebraska","<1",2012-01-01,296,63,14,25689
"Nebraska","1 to 5",2012-01-01,676,752,247,131887
"Nebraska","6 to 10",2012-01-01,467,494,93,130700
"Nebraska","11 to 15",2012-01-01,795,488,49,124645
"Nebraska","16 to 20",2012-01-01,572,1142,14,75366
"Nebraska","<1",2014-01-01,353,65,7,26332
"Nebraska","1 to 5",2014-01-01,679,669,224,130863
"Nebraska","6 to 10",2014-01-01,512,584,158,133190
"Nebraska","11 to 15",2014-01-01,517,580,57,127612
"Nebraska","16 to 20",2014-01-01,256,1063,15,74586
"Nebraska","<1",2016-01-01,364,85,12,26412
"Nebraska","1 to 5",2016-01-01,807,763,251,132372
"Nebraska","6 to 10",2016-01-01,640,553,136,133668
"Nebraska","11 to 15",2016-01-01,473,409,73,130572
"Nebraska","16 to 20",2016-01-01,237,364,11,76054
"Nebraska","6 to 10",2017-01-01,636,627,159,133423
"Nebraska","16 to 20",2017-01-01,249,418,25,76938
"Nebraska","11 to 15",2017-01-01,544,476,88,131904
"Nebraska","1 to 5",2017-01-01,826,777,263,132969
"Nebraska","<1",2017-01-01,389,71,11,26174
"Nebraska","6 to 10",2021-01-01,466,401,98,132946
"Nebraska","1 to 5",2021-01-01,556,578,202,128129
"Nebraska","<1",2021-01-01,310,54,5,24173
"Nebraska","16 to 20",2021-01-01,230,310,14,81118
"Nebraska","11 to 15",2021-01-01,470,333,49,138855
"Nebraska","<1",2019-01-01,314,68,14,25233
"Nebraska","1 to 5",2019-01-01,660,772,304,132615
"Nebraska","6 to 10",2019-01-01,484,549,159,132305
"Nebraska","11 to 15",2019-01-01,489,411,68,133683
"Nebraska","16 to 20",2019-01-01,261,337,15,77878
"Nevada","16 to 20",2021-01-01,171,365,17,115460
"Nevada","<1",2021-01-01,604,135,3,33051
"Nevada","1 to 5",2021-01-01,924,1207,434,181076
"Nevada","6 to 10",2021-01-01,612,721,183,191850
"Nevada","11 to 15",2021-01-01,508,532,90,205382
"Nevada","<1",2019-01-01,666,175,13,35780
"Nevada","1 to 5",2019-01-01,1092,1289,449,188334
"Nevada","6 to 10",2019-01-01,721,815,212,194510
"Nevada","11 to 15",2019-01-01,540,547,108,199532
"Nevada","16 to 20",2019-01-01,212,354,23,112034
"Nevada","6 to 10",2017-01-01,730,806,199,193943
"Nevada","<1",2017-01-01,711,185,21,35833
"Nevada","1 to 5",2017-01-01,1158,1260,407,185667
"Nevada","11 to 15",2017-01-01,568,532,104,190342
"Nevada","16 to 20",2017-01-01,200,362,9,110930
"Nevada","<1",2016-01-01,658,161,24,36139
"Nevada","1 to 5",2016-01-01,1192,1484,467,184013
"Nevada","6 to 10",2016-01-01,786,909,197,192510
"Nevada","11 to 15",2016-01-01,540,603,97,187759
"Nevada","16 to 20",2016-01-01,224,399,11,109196
"Nevada","<1",2014-01-01,643,151,8,35022
"Nevada","1 to 5",2014-01-01,1149,1296,419,180444
"Nevada","6 to 10",2014-01-01,784,861,194,187998
"Nevada","11 to 15",2014-01-01,575,566,95,184323
"Nevada","16 to 20",2014-01-01,192,376,13,106666
"Nevada","<1",2012-01-01,578,94,22,34559
"Nevada","1 to 5",2012-01-01,1192,1192,408,183629
"Nevada","6 to 10",2012-01-01,667,759,215,181737
"Nevada","11 to 15",2012-01-01,497,546,108,182289
"Nevada","16 to 20",2012-01-01,192,369,13,107657
"Nevada","<1",2011-01-01,488,100,14,35618
"Nevada","1 to 5",2011-01-01,987,1111,415,185017
"Nevada","11 to 15",2011-01-01,511,518,118,182070
"Nevada","16 to 20",2011-01-01,176,401,20,107572
"Nevada","6 to 10",2011-01-01,616,757,254,181485
"Nevada","16 to 20",2020-01-01,219,333,18,115366
"Nevada","11 to 15",2020-01-01,461,527,119,204890
"Nevada","6 to 10",2020-01-01,617,757,221,191976
"Nevada","1 to 5",2020-01-01,882,1160,433,183441
"Nevada","<1",2020-01-01,609,132,5,34306
"Nevada","<1",2015-01-01,608,165,31,36077
"Nevada","1 to 5",2015-01-01,1242,1296,456,181624
"Nevada","6 to 10",2015-01-01,842,856,209,190377
"Nevada","11 to 15",2015-01-01,592,505,87,186158
"Nevada","16 to 20",2015-01-01,202,322,16,107304
"Nevada","<1",2010-01-01,533,115,10,36219
"Nevada","1 to 5",2010-01-01,1019,1161,373,187118
"Nevada","6 to 10",2010-01-01,646,681,161,183056
"Nevada","11 to 15",2010-01-01,493,437,89,182814
"Nevada","16 to 20",2010-01-01,193,439,11,109935
"Nevada","16 to 20",2009-01-01,231,461,10,110311
"Nevada","11 to 15",2009-01-01,515,552,69,182925
"Nevada","6 to 10",2009-01-01,624,718,141,180998
"Nevada","1 to 5",2009-01-01,1006,1218,301,190443
