"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"Vermont","16 to 20",2001-01-01,114,212,2,28188
"Vermont","11 to 15",2001-01-01,325,179,25,45813
"Vermont","6 to 10",2001-01-01,108,82,39,41209
"Vermont","1 to 5",2001-01-01,116,94,47,34230
"Vermont","<1",2001-01-01,64,12,3,6555
"Vermont","<1",2002-01-01,67,12,9,6306
"Vermont","1 to 5",2002-01-01,150,106,67,33882
"Vermont","6 to 10",2002-01-01,133,83,44,39890
"Vermont","11 to 15",2002-01-01,361,182,28,46010
"Vermont","16 to 20",2002-01-01,121,274,5,28355
"Vermont","16 to 20",2003-01-01,73,277,5,28522
"Vermont","11 to 15",2003-01-01,340,219,41,45646
"Vermont","6 to 10",2003-01-01,131,112,52,38781
"Vermont","1 to 5",2003-01-01,134,139,67,33521
"Vermont","<1",2003-01-01,47,13,2,6447
"Vermont","<1",2004-01-01,67,19,3,6540
"Vermont","1 to 5",2004-01-01,158,189,118,33528
"Vermont","6 to 10",2004-01-01,132,115,62,37605
"Vermont","11 to 15",2004-01-01,374,183,32,44986
"Vermont","16 to 20",2004-01-01,108,257,5,28464
"Vermont","16 to 20",2005-01-01,106,276,7,28625
"Vermont","11 to 15",2005-01-01,333,159,31,43980
"Vermont","6 to 10",2005-01-01,110,107,47,36654
"Vermont","1 to 5",2005-01-01,135,150,77,33508
"Vermont","<1",2005-01-01,86,22,4,6287
"Vermont","<1",2006-01-01,78,15,1,6051
"Vermont","1 to 5",2006-01-01,145,142,85,33423
"Vermont","6 to 10",2006-01-01,104,97,41,35796
"Vermont","11 to 15",2006-01-01,280,182,33,42841
"Vermont","16 to 20",2006-01-01,93,293,4,28732
"Vermont","16 to 20",2007-01-01,76,231,7,28637
"Vermont","11 to 15",2007-01-01,257,156,42,41434
"Vermont","6 to 10",2007-01-01,90,101,51,35458
"Vermont","1 to 5",2007-01-01,117,154,90,32916
"Vermont","<1",2007-01-01,78,19,9,6480
"Vermont","<1",2008-01-01,68,27,8,6343
"Vermont","1 to 5",2008-01-01,128,170,87,33047
"Vermont","6 to 10",2008-01-01,101,105,51,35266
"Vermont","11 to 15",2008-01-01,246,150,30,40156
"Vermont","16 to 20",2008-01-01,102,261,6,28141
"Vermont","<1",2013-01-01,95,27,4,5995
"Vermont","1 to 5",2013-01-01,158,172,89,31170
"Vermont","6 to 10",2013-01-01,128,120,47,34150
"Vermont","11 to 15",2013-01-01,193,122,32,36344
"Vermont","16 to 20",2013-01-01,103,193,7,25522
"Vermont","11 to 15",2018-01-01,199,142,46,34158
"Vermont","16 to 20",2018-01-01,80,129,6,23455
"Vermont","<1",2018-01-01,132,45,NA,5419
"Vermont","1 to 5",2018-01-01,291,267,139,30167
"Vermont","6 to 10",2018-01-01,179,157,71,31824
"Vermont","<1",2009-01-01,74,16,2,6051
"Vermont","16 to 20",2009-01-01,73,252,7,27136
"Vermont","11 to 15",2009-01-01,180,113,27,38991
"Vermont","6 to 10",2009-01-01,73,95,43,35427
"Vermont","1 to 5",2009-01-01,150,171,77,32903
"Vermont","<1",2010-01-01,76,29,6,6114
"Vermont","1 to 5",2010-01-01,132,165,78,32569
"Vermont","6 to 10",2010-01-01,93,97,40,35131
"Vermont","11 to 15",2010-01-01,196,131,28,38250
"Vermont","16 to 20",2010-01-01,58,231,9,26753
"Vermont","<1",2015-01-01,170,48,5,6010
"Vermont","1 to 5",2015-01-01,296,214,89,30769
"Vermont","6 to 10",2015-01-01,197,143,57,32921
"Vermont","11 to 15",2015-01-01,216,125,28,35110
"Vermont","16 to 20",2015-01-01,79,183,10,25093
"Vermont","<1",2020-01-01,102,30,2,5413
"Vermont","16 to 20",2020-01-01,63,130,8,24082
"Vermont","11 to 15",2020-01-01,146,132,39,35351
"Vermont","6 to 10",2020-01-01,102,146,93,32130
"Vermont","1 to 5",2020-01-01,140,227,121,29450
"Vermont","<1",2011-01-01,77,24,8,6075
"Vermont","1 to 5",2011-01-01,184,155,65,32124
"Vermont","11 to 15",2011-01-01,226,119,17,37618
"Vermont","16 to 20",2011-01-01,87,169,9,26914
"Vermont","6 to 10",2011-01-01,90,75,35,34648
"Vermont","<1",2012-01-01,88,23,3,6090
"Vermont","1 to 5",2012-01-01,142,167,90,31589
"Vermont","6 to 10",2012-01-01,110,90,37,34312
"Vermont","11 to 15",2012-01-01,194,127,32,37078
"Vermont","16 to 20",2012-01-01,72,189,10,26046
"Vermont","<1",2014-01-01,139,39,4,6119
"Vermont","1 to 5",2014-01-01,245,186,88,30715
"Vermont","6 to 10",2014-01-01,120,100,43,33660
"Vermont","11 to 15",2014-01-01,211,118,21,35719
"Vermont","16 to 20",2014-01-01,73,157,5,24949
"Vermont","<1",2016-01-01,134,46,4,5856
"Vermont","1 to 5",2016-01-01,245,271,131,30603
"Vermont","6 to 10",2016-01-01,161,143,47,32409
"Vermont","11 to 15",2016-01-01,169,131,22,34416
"Vermont","16 to 20",2016-01-01,67,160,12,24618
"Vermont","<1",2017-01-01,124,41,NA,5761
"Vermont","1 to 5",2017-01-01,209,273,147,30420
"Vermont","11 to 15",2017-01-01,198,121,46,34225
"Vermont","16 to 20",2017-01-01,72,141,3,24106
"Vermont","6 to 10",2017-01-01,153,169,90,32168
"Vermont","<1",2019-01-01,126,40,5,5444
"Vermont","1 to 5",2019-01-01,240,237,132,29625
"Vermont","6 to 10",2019-01-01,141,149,76,31357
"Vermont","11 to 15",2019-01-01,157,145,40,33898
"Vermont","16 to 20",2019-01-01,72,172,7,23235
"Vermont","1 to 5",2021-01-01,167,193,89,29127
"Vermont","6 to 10",2021-01-01,123,145,69,32082
"Vermont","11 to 15",2021-01-01,152,105,36,34979
"Vermont","16 to 20",2021-01-01,46,112,7,23832
"Vermont","<1",2021-01-01,103,25,1,5087
"Virginia","16 to 20",2021-01-01,454,492,60,330510
"Virginia","11 to 15",2021-01-01,556,489,201,545142
"Virginia","6 to 10",2021-01-01,403,518,238,515942
"Virginia","1 to 5",2021-01-01,532,758,368,498942
"Virginia","<1",2021-01-01,388,110,9,94156
"Virginia","<1",2019-01-01,445,105,13,98652
"Virginia","1 to 5",2019-01-01,708,779,367,512743
"Virginia","6 to 10",2019-01-01,571,502,189,516043
"Virginia","11 to 15",2019-01-01,672,455,155,531054
"Virginia","16 to 20",2019-01-01,404,860,45,321883
"Virginia","6 to 10",2017-01-01,517,560,220,519948
"Virginia","16 to 20",2017-01-01,401,744,53,324102
"Virginia","11 to 15",2017-01-01,686,526,151,524424
"Virginia","1 to 5",2017-01-01,682,880,371,514639
"Virginia","<1",2017-01-01,455,132,6,99963
"Virginia","<1",2016-01-01,488,136,8,103753
"Virginia","1 to 5",2016-01-01,786,835,300,512925
"Virginia","6 to 10",2016-01-01,581,579,176,520037
"Virginia","11 to 15",2016-01-01,705,488,102,523108
"Virginia","16 to 20",2016-01-01,378,854,41,321541
"Virginia","<1",2014-01-01,432,136,9,102213
"Virginia","1 to 5",2014-01-01,859,805,270,510398
"Virginia","6 to 10",2014-01-01,605,555,191,523464
"Virginia","11 to 15",2014-01-01,763,529,123,521948
"Virginia","16 to 20",2014-01-01,381,771,39,316986
"Virginia","<1",2012-01-01,355,99,5,102354
"Virginia","1 to 5",2012-01-01,720,788,275,514359
"Virginia","6 to 10",2012-01-01,521,542,175,517128
"Virginia","11 to 15",2012-01-01,697,528,130,519086
"Virginia","16 to 20",2012-01-01,360,971,54,322476
"Virginia","<1",2011-01-01,331,110,6,101885
"Virginia","1 to 5",2011-01-01,709,802,328,513155
"Virginia","11 to 15",2011-01-01,714,560,161,514612
"Virginia","16 to 20",2011-01-01,365,989,47,326517
"Virginia","6 to 10",2011-01-01,495,530,212,514973
"Virginia","1 to 5",2020-01-01,631,750,367,504981
"Virginia","6 to 10",2020-01-01,449,523,239,517004
"Virginia","11 to 15",2020-01-01,594,509,178,547820
"Virginia","16 to 20",2020-01-01,408,796,49,333149
"Virginia","<1",2020-01-01,423,109,11,96295
"Virginia","<1",2015-01-01,437,140,11,103000
"Virginia","1 to 5",2015-01-01,712,748,262,511976
"Virginia","6 to 10",2015-01-01,560,567,145,520815
"Virginia","11 to 15",2015-01-01,750,497,103,523593
"Virginia","16 to 20",2015-01-01,420,793,41,318267
"Virginia","<1",2010-01-01,390,140,11,100858
"Virginia","1 to 5",2010-01-01,799,870,298,512207
"Virginia","6 to 10",2010-01-01,536,590,190,514158
"Virginia","11 to 15",2010-01-01,712,534,130,512521
"Virginia","16 to 20",2010-01-01,402,1118,24,328242
"Virginia","16 to 20",2009-01-01,401,1320,26,330292
"Virginia","11 to 15",2009-01-01,675,516,124,512304
"Virginia","6 to 10",2009-01-01,468,565,210,504820
"Virginia","1 to 5",2009-01-01,653,852,296,511298
"Virginia","<1",2009-01-01,384,107,7,100124
"Virginia","16 to 20",2018-01-01,452,911,54,323641
"Virginia","11 to 15",2018-01-01,725,515,177,527840
"Virginia","6 to 10",2018-01-01,568,492,238,517778
"Virginia","1 to 5",2018-01-01,741,811,396,512687
"Virginia","<1",2018-01-01,454,120,14,100607
"Virginia","<1",2013-01-01,362,125,6,101990
"Virginia","1 to 5",2013-01-01,688,783,295,513288
"Virginia","6 to 10",2013-01-01,509,548,203,521204
"Virginia","11 to 15",2013-01-01,680,540,157,520702
"Virginia","16 to 20",2013-01-01,343,860,48,318815
"Virginia","<1",2008-01-01,454,123,10,103442
"Virginia","1 to 5",2008-01-01,824,908,310,505842
"Virginia","6 to 10",2008-01-01,607,571,162,495867
"Virginia","11 to 15",2008-01-01,909,609,98,514451
"Virginia","16 to 20",2008-01-01,490,1377,19,333363
"Virginia","16 to 20",2007-01-01,550,1385,18,331258
"Virginia","11 to 15",2007-01-01,1127,588,110,518095
"Virginia","6 to 10",2007-01-01,639,491,150,488794
"Virginia","1 to 5",2007-01-01,834,822,294,502289
"Virginia","<1",2007-01-01,453,131,9,104465
"Virginia","<1",2006-01-01,499,105,3,102331
"Virginia","1 to 5",2006-01-01,919,712,240,501227
"Virginia","6 to 10",2006-01-01,664,478,172,481896
"Virginia","11 to 15",2006-01-01,1248,504,118,524450
"Virginia","16 to 20",2006-01-01,605,1245,18,325346
"Virginia","16 to 20",2005-01-01,529,1208,15,316194
"Virginia","11 to 15",2005-01-01,1151,753,106,527602
"Virginia","6 to 10",2005-01-01,592,555,147,482133
"Virginia","1 to 5",2005-01-01,828,772,237,495806
"Virginia","<1",2005-01-01,418,129,5,101257
"Virginia","<1",2004-01-01,412,106,1,101247
"Virginia","1 to 5",2004-01-01,737,630,201,486459
"Virginia","6 to 10",2004-01-01,585,463,159,483060
"Virginia","11 to 15",2004-01-01,1190,638,137,526507
"Virginia","16 to 20",2004-01-01,493,935,27,311334
"Virginia","16 to 20",2003-01-01,455,862,9,306981
"Virginia","11 to 15",2003-01-01,1165,522,100,520233
"Virginia","6 to 10",2003-01-01,601,420,171,485353
"Virginia","1 to 5",2003-01-01,753,549,203,476972
"Virginia","<1",2003-01-01,376,106,4,98342
"Virginia","<1",2002-01-01,369,97,1,97884
"Virginia","1 to 5",2002-01-01,636,528,175,470617
"Virginia","6 to 10",2002-01-01,639,430,151,490343
"Virginia","11 to 15",2002-01-01,1148,502,89,513184
"Virginia","16 to 20",2002-01-01,482,750,8,301153
"Virginia","<1",2000-01-01,308,73,1,93863
"Virginia","1 to 5",2000-01-01,607,386,163,464225
"Virginia","6 to 10",2000-01-01,589,351,187,501435
"Virginia","11 to 15",2000-01-01,930,320,84,492203
"Virginia","16 to 20",2000-01-01,304,696,13,287109
"Virginia","16 to 20",2001-01-01,383,751,13,296227
"Virginia","11 to 15",2001-01-01,969,397,84,502942
"Virginia","6 to 10",2001-01-01,569,401,197,496368
"Virginia","1 to 5",2001-01-01,672,485,199,463586
"Virginia","<1",2001-01-01,310,62,2,98243
"Washington","<1",2000-01-01,1094,400,16,78825
"Washington","1 to 5",2000-01-01,1858,1892,638,397269
"Washington","6 to 10",2000-01-01,1551,1630,367,433341
"Washington","16 to 20",2000-01-01,819,1176,14,258269
"Washington","11 to 15",2000-01-01,2263,2026,106,434224
"Washington","16 to 20",2001-01-01,780,1136,8,259706
"Washington","11 to 15",2001-01-01,2129,1864,120,439643
"Washington","6 to 10",2001-01-01,1408,1321,368,425723
"Washington","1 to 5",2001-01-01,1841,1776,686,396049
"Washington","<1",2001-01-01,1112,337,21,80803
"Washington","<1",2002-01-01,1141,313,22,78828
"Washington","1 to 5",2002-01-01,1777,1870,654,398219
"Washington","6 to 10",2002-01-01,1265,1341,290,418953
"Washington","16 to 20",2002-01-01,683,1069,13,263114
"Washington","11 to 15",2002-01-01,1838,1781,97,443790
"Washington","16 to 20",2003-01-01,628,1062,16,264676
"Washington","11 to 15",2003-01-01,1755,1710,137,447857
"Washington","6 to 10",2003-01-01,1109,1314,347,411935
"Washington","1 to 5",2003-01-01,1582,1917,789,398239
"Washington","<1",2003-01-01,1122,300,28,79478
"Washington","<1",2004-01-01,1125,296,29,81942
"Washington","1 to 5",2004-01-01,1877,1969,789,400481
"Washington","6 to 10",2004-01-01,1137,1172,293,409078
"Washington","16 to 20",2004-01-01,639,1035,10,265932
"Washington","11 to 15",2004-01-01,1775,1609,129,451065
"Washington","16 to 20",2005-01-01,706,1087,5,268256
"Washington","11 to 15",2005-01-01,1625,1495,122,449303
"Washington","6 to 10",2005-01-01,1265,1237,354,408310
"Washington","1 to 5",2005-01-01,1962,1947,792,403762
"Washington","<1",2005-01-01,1446,358,32,81491
"Washington","<1",2006-01-01,1425,400,16,85324
"Washington","1 to 5",2006-01-01,1924,2111,763,408651
"Washington","6 to 10",2006-01-01,1244,1219,288,411284
"Washington","11 to 15",2006-01-01,1505,1372,119,445478
"Washington","16 to 20",2006-01-01,640,1061,10,275722
"Washington","11 to 15",2007-01-01,1657,1416,127,441795
"Washington","16 to 20",2007-01-01,694,1076,20,279950
"Washington","6 to 10",2007-01-01,1267,1231,342,416614
"Washington","1 to 5",2007-01-01,1913,2124,784,413551
"Washington","<1",2007-01-01,1465,402,22,88715
"Washington","<1",2008-01-01,1309,318,16,89220
"Washington","1 to 5",2008-01-01,1951,2244,807,423884
"Washington","6 to 10",2008-01-01,1209,1231,307,420818
"Washington","11 to 15",2008-01-01,1488,1268,112,438302
"Washington","16 to 20",2008-01-01,667,1080,19,283310
"Washington","<1",2013-01-01,1367,225,18,87320
"Washington","1 to 5",2013-01-01,1896,2130,810,447431
"Washington","6 to 10",2013-01-01,1202,1188,333,442065
"Washington","11 to 15",2013-01-01,956,828,141,439777
"Washington","16 to 20",2013-01-01,335,639,26,264853
"Washington","<1",2018-01-01,1426,334,20,86887
"Washington","1 to 5",2018-01-01,1624,2149,803,464618
"Washington","6 to 10",2018-01-01,1157,1298,323,468569
"Washington","11 to 15",2018-01-01,1008,975,147,457312
"Washington","16 to 20",2018-01-01,353,517,38,269866
"Washington","16 to 20",2009-01-01,538,727,27,281753
"Washington","11 to 15",2009-01-01,1321,1229,194,437412
"Washington","6 to 10",2009-01-01,1167,1321,605,425875
"Washington","1 to 5",2009-01-01,1842,2239,1243,434068
"Washington","<1",2009-01-01,1224,332,12,89786
"Washington","<1",2010-01-01,1317,282,19,87679
"Washington","1 to 5",2010-01-01,2159,2252,935,440202
"Washington","6 to 10",2010-01-01,1155,1373,454,431870
"Washington","11 to 15",2010-01-01,1172,1086,198,439171
"Washington","16 to 20",2010-01-01,446,934,27,277497
"Washington","<1",2015-01-01,1328,250,20,88910
"Washington","1 to 5",2015-01-01,1808,2239,857,450153
"Washington","6 to 10",2015-01-01,1243,1389,395,454221
"Washington","11 to 15",2015-01-01,978,958,174,442340
"Washington","16 to 20",2015-01-01,347,638,38,266558
"Washington","<1",2020-01-01,1172,275,10,85143
"Washington","1 to 5",2020-01-01,1251,2186,789,452558
"Washington","6 to 10",2020-01-01,881,1328,354,468411
"Washington","11 to 15",2020-01-01,737,1066,222,482703
"Washington","16 to 20",2020-01-01,267,439,50,278328
"Washington","<1",2011-01-01,1223,260,17,86799
"Washington","1 to 5",2011-01-01,1851,2180,957,445966
"Washington","11 to 15",2011-01-01,1063,1011,186,440216
"Washington","16 to 20",2011-01-01,376,839,32,270815
"Washington","6 to 10",2011-01-01,1130,1228,391,432840
"Washington","<1",2012-01-01,1159,239,20,86717
"Washington","1 to 5",2012-01-01,1816,2142,796,447787
"Washington","6 to 10",2012-01-01,1049,1105,245,435227
"Washington","11 to 15",2012-01-01,945,897,133,441264
"Washington","16 to 20",2012-01-01,330,690,33,266718
"Washington","<1",2014-01-01,1377,288,17,87530
"Washington","1 to 5",2014-01-01,1958,2296,841,447292
"Washington","6 to 10",2014-01-01,1365,1336,309,448982
"Washington","11 to 15",2014-01-01,1063,906,148,440167
"Washington","16 to 20",2014-01-01,307,686,47,265067
"Washington","<1",2016-01-01,1378,253,16,90545
"Washington","1 to 5",2016-01-01,1831,2099,800,455794
"Washington","6 to 10",2016-01-01,1203,1343,378,461248
"Washington","11 to 15",2016-01-01,978,954,156,445267
"Washington","16 to 20",2016-01-01,346,572,37,269481
"Washington","<1",2017-01-01,1451,299,10,89143
"Washington","1 to 5",2017-01-01,1848,2190,774,462487
"Washington","11 to 15",2017-01-01,1012,935,143,449442
"Washington","16 to 20",2017-01-01,323,550,43,271304
"Washington","6 to 10",2017-01-01,1288,1336,375,467270
"Washington","<1",2019-01-01,1262,308,12,86437
"Washington","1 to 5",2019-01-01,1561,2203,847,462040
"Washington","6 to 10",2019-01-01,1139,1433,392,468975
"Washington","11 to 15",2019-01-01,1042,1091,209,464087
"Washington","16 to 20",2019-01-01,332,479,49,268332
"Washington","<1",2021-01-01,1102,243,11,82368
"Washington","1 to 5",2021-01-01,1137,1778,574,442928
"Washington","6 to 10",2021-01-01,687,1098,271,465748
"Washington","11 to 15",2021-01-01,669,886,173,482991
"Washington","16 to 20",2021-01-01,254,354,48,272647
"West Virginia","11 to 15",2021-01-01,1169,1015,321,105838
"West Virginia","6 to 10",2021-01-01,958,1081,503,98917
"West Virginia","1 to 5",2021-01-01,1209,1619,904,90284
"West Virginia","<1",2021-01-01,852,172,62,17180
"West Virginia","16 to 20",2021-01-01,521,870,66,64550
"West Virginia","<1",2019-01-01,795,151,34,17731
"West Virginia","1 to 5",2019-01-01,1284,1556,841,95623
"West Virginia","6 to 10",2019-01-01,1113,1137,495,100692
"West Virginia","11 to 15",2019-01-01,1233,919,237,104264
"West Virginia","16 to 20",2019-01-01,621,994,68,63402
"West Virginia","6 to 10",2017-01-01,1009,845,342,102734
"West Virginia","16 to 20",2017-01-01,657,926,25,65098
"West Virginia","11 to 15",2017-01-01,1146,731,142,104854
"West Virginia","1 to 5",2017-01-01,1333,1171,540,99891
"West Virginia","<1",2017-01-01,775,135,20,18783
"West Virginia","<1",2016-01-01,718,109,21,19185
"West Virginia","1 to 5",2016-01-01,1317,1062,504,101778
"West Virginia","6 to 10",2016-01-01,898,710,264,103880
"West Virginia","11 to 15",2016-01-01,1053,711,123,105785
"West Virginia","16 to 20",2016-01-01,637,875,28,65676
"West Virginia","<1",2014-01-01,559,124,30,20383
"West Virginia","1 to 5",2014-01-01,889,1012,459,102673
"West Virginia","6 to 10",2014-01-01,706,665,240,105944
"West Virginia","11 to 15",2014-01-01,1023,703,102,108011
"West Virginia","16 to 20",2014-01-01,645,1008,21,66186
"West Virginia","<1",2012-01-01,410,77,12,20527
"West Virginia","1 to 5",2012-01-01,897,786,333,104158
"West Virginia","6 to 10",2012-01-01,556,483,184,105937
"West Virginia","11 to 15",2012-01-01,934,614,83,109182
"West Virginia","16 to 20",2012-01-01,661,871,20,67925
"West Virginia","<1",2011-01-01,420,66,8,20347
"West Virginia","1 to 5",2011-01-01,917,816,392,104282
"West Virginia","11 to 15",2011-01-01,954,669,99,109373
"West Virginia","16 to 20",2011-01-01,657,983,23,69028
"West Virginia","6 to 10",2011-01-01,536,496,176,106115
"West Virginia","16 to 20",2020-01-01,523,981,76,65283
"West Virginia","11 to 15",2020-01-01,1127,973,278,106403
"West Virginia","6 to 10",2020-01-01,967,1015,478,99625
"West Virginia","1 to 5",2020-01-01,1235,1398,813,92156
"West Virginia","<1",2020-01-01,852,148,38,17273
"West Virginia","<1",2015-01-01,518,136,26,19929
"West Virginia","1 to 5",2015-01-01,1051,1019,494,102461
"West Virginia","6 to 10",2015-01-01,724,641,241,104988
"West Virginia","11 to 15",2015-01-01,1043,720,107,107350
"West Virginia","16 to 20",2015-01-01,609,942,25,65705
"West Virginia","<1",2010-01-01,362,82,4,20191
"West Virginia","1 to 5",2010-01-01,645,777,351,104812
"West Virginia","6 to 10",2010-01-01,428,498,184,107133
"West Virginia","11 to 15",2010-01-01,875,598,102,109418
"West Virginia","16 to 20",2010-01-01,628,1016,21,70520
"West Virginia","16 to 20",2009-01-01,684,1109,12,72101
"West Virginia","11 to 15",2009-01-01,899,615,73,109522
"West Virginia","6 to 10",2009-01-01,426,491,163,106587
"West Virginia","1 to 5",2009-01-01,640,732,291,104993
"West Virginia","<1",2009-01-01,349,91,2,21023
"West Virginia","1 to 5",2018-01-01,1378,1492,749,98072
"West Virginia","<1",2018-01-01,807,150,38,18430
"West Virginia","6 to 10",2018-01-01,1095,944,357,101734
"West Virginia","11 to 15",2018-01-01,1198,867,208,104492
"West Virginia","16 to 20",2018-01-01,602,976,47,64206
"West Virginia","<1",2013-01-01,430,84,13,20767
"West Virginia","1 to 5",2013-01-01,823,1007,476,103386
"West Virginia","6 to 10",2013-01-01,555,641,257,105843
